track_no	source_row_id	source_work	source_composer	source_recording	source_performers	platform	playlist_name	playlist_visibility	query_attempt	platform_query	source_search_keywords	selected_title	selected_creator_or_artist	selected_album_or_source	selected_duration	selected_url	selected_isrc_or_platform_id	match_status	fallback_used	substitution_reason	expected_order	final_order	order_status	reviewed_by	review_date	notes
151	classical_atlas_151	The People United Will Never Be Defeated!: Theme	Frederic Rzewski	Rzewski: The People United	Marc-André Hamelin	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Rzewski People United Hamelin	Rzewski People United Hamelin							needs_human_review	no		151	151	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
152	classical_atlas_152	The Heart Asks Pleasure First	Michael Nyman	The Piano: Original Music	Michael Nyman	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Michael Nyman Heart Asks Pleasure First	Michael Nyman Heart Asks Pleasure First							needs_human_review	no		152	152	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
153	classical_atlas_153	Star Wars: Main Title	John Williams	Star Wars: A New Hope	John Williams, London Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Williams Star Wars Main Title London Symphony	John Williams Star Wars Main Title London Symphony							needs_human_review	no		153	153	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
154	classical_atlas_154	E.T.: Flying Theme	John Williams	E.T. The Extra-Terrestrial	John Williams, Hollywood Studio Symphony	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Williams ET Flying Theme	John Williams ET Flying Theme							needs_human_review	no		154	154	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
155	classical_atlas_155	Schindler's List: Theme	John Williams	Schindler's List	Itzhak Perlman, John Williams	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	John Williams Schindler's List Perlman	John Williams Schindler's List Perlman							needs_human_review	no		155	155	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
156	classical_atlas_156	The Mission: Gabriel's Oboe	Ennio Morricone	The Mission	Ennio Morricone	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Ennio Morricone Gabriel's Oboe The Mission	Ennio Morricone Gabriel's Oboe The Mission							needs_human_review	no		156	156	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
157	classical_atlas_157	Psycho: Prelude	Bernard Herrmann	Psycho	Bernard Herrmann	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Bernard Herrmann Psycho Prelude	Bernard Herrmann Psycho Prelude							needs_human_review	no		157	157	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
158	classical_atlas_158	The Godfather Waltz	Nino Rota	The Godfather	Nino Rota	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Nino Rota Godfather Waltz	Nino Rota Godfather Waltz							needs_human_review	no		158	158	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
159	classical_atlas_159	Symphonic Suite "Princess Mononoke" 2021: VII. Ashitaka And San (Live)	Joe Hisaishi	Symphonic Suite "Princess Mononoke" 2021 (Live)	Joe Hisaishi, New Japan Philharmonic World Dream Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Joe Hisaishi Princess Mononoke 2021 Ashitaka And San	Joe Hisaishi Princess Mononoke 2021 Ashitaka And San							needs_human_review	no		159	159	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
160	classical_atlas_160	Spirited Away: One Summer's Day	Joe Hisaishi	Spirited Away	Joe Hisaishi	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Joe Hisaishi One Summer's Day Spirited Away	Joe Hisaishi One Summer's Day Spirited Away							needs_human_review	no		160	160	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
161	classical_atlas_161	Interstellar: Cornfield Chase	Hans Zimmer	Interstellar	Hans Zimmer	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Hans Zimmer Interstellar Cornfield Chase	Hans Zimmer Interstellar Cornfield Chase							needs_human_review	no		161	161	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
162	classical_atlas_162	Vichnaya Pamyat	Hildur Guðnadóttir	Chernobyl (Music from the Original TV Series)	Hildur Guðnadóttir, Homin Lviv Municipal Choir	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Hildur Gudnadottir Chernobyl Vichnaya Pamyat	Hildur Gudnadottir Chernobyl Vichnaya Pamyat							needs_human_review	no		162	162	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
163	classical_atlas_163	Under the Skin: Love	Mica Levi	Under the Skin	Mica Levi	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Mica Levi Under the Skin Love	Mica Levi Under the Skin Love							needs_human_review	no		163	163	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
164	classical_atlas_164	Final Fantasy VII: Aerith's Theme	Nobuo Uematsu	Distant Worlds: Music from Final Fantasy	Arnie Roth, Distant Worlds Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Nobuo Uematsu Aerith's Theme Distant Worlds	Nobuo Uematsu Aerith's Theme Distant Worlds							needs_human_review	no		164	164	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
165	classical_atlas_165	Kingdom Hearts: Dearly Beloved	Yoko Shimomura	Kingdom Hearts Orchestra	Yoko Shimomura	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Yoko Shimomura Dearly Beloved Kingdom Hearts Orchestra	Yoko Shimomura Dearly Beloved Kingdom Hearts Orchestra							needs_human_review	no		165	165	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
166	classical_atlas_166	Journey: Nascence	Austin Wintory	Journey Original Soundtrack	Austin Wintory	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Austin Wintory Journey Nascence	Austin Wintory Journey Nascence							needs_human_review	no		166	166	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
167	classical_atlas_167	L'Amour de loin: Premier acte (Traversée)	Kaija Saariaho	Kaija Saariaho: L'Amour de loin	Kent Nagano, Deutsches Symphonie-Orchester Berlin	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Saariaho L'Amour de loin Premier acte Traversee Kent Nagano	Saariaho L'Amour de loin Premier acte Traversee Kent Nagano							needs_human_review	no		167	167	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
168	classical_atlas_168	Asyla: III. Ecstasio	Thomas Adès	Adès: Asyla	Simon Rattle, City of Birmingham Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Thomas Ades Asyla Ecstasio Simon Rattle	Thomas Ades Asyla Ecstasio Simon Rattle							needs_human_review	no		168	168	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
169	classical_atlas_169	blue cathedral	Jennifer Higdon	Higdon: blue cathedral	Robert Spano, Atlanta Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Jennifer Higdon blue cathedral Robert Spano	Jennifer Higdon blue cathedral Robert Spano							needs_human_review	no		169	169	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
170	classical_atlas_170	Sinfonia for Orbiting Spheres	Missy Mazzoli	Mazzoli: Vespers for a New Dark Age	Victoire	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Missy Mazzoli Sinfonia for Orbiting Spheres Victoire	Missy Mazzoli Sinfonia for Orbiting Spheres Victoire							needs_human_review	no		170	170	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
171	classical_atlas_171	Starburst	Jessie Montgomery	Strum: Music for Strings	Jessie Montgomery, Catalyst Quartet	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Jessie Montgomery Starburst Catalyst Quartet	Jessie Montgomery Starburst Catalyst Quartet							needs_human_review	no		171	171	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
172	classical_atlas_172	Partita for 8 Voices: Passacaglia	Caroline Shaw	Roomful of Teeth	Roomful of Teeth	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Caroline Shaw Partita Passacaglia Roomful of Teeth	Caroline Shaw Partita Passacaglia Roomful of Teeth							needs_human_review	no		172	172	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
173	classical_atlas_173	Within Her Arms	Anna Clyne	Clyne: Mythologies	Esa-Pekka Salonen, Philharmonia Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Anna Clyne Within Her Arms Salonen Philharmonia	Anna Clyne Within Her Arms Salonen Philharmonia							needs_human_review	no		173	173	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
174	classical_atlas_174	Violin Concerto: I.	Unsuk Chin	Chin: Violin Concerto	Viviane Hagner, Kent Nagano	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Unsuk Chin Violin Concerto Viviane Hagner Nagano	Unsuk Chin Violin Concerto Viviane Hagner Nagano							needs_human_review	no		174	174	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
175	classical_atlas_175	Kauyumari	Gabriela Ortiz	Ortiz: Altar de cuerda	Gustavo Dudamel, Los Angeles Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Gabriela Ortiz Kauyumari Dudamel LA Philharmonic	Gabriela Ortiz Kauyumari Dudamel LA Philharmonic							needs_human_review	no		175	175	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
176	classical_atlas_176	Argentum	Dani Howard	Howard: Argentum	Royal Liverpool Philharmonic Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Dani Howard Argentum Royal Liverpool Philharmonic	Dani Howard Argentum Royal Liverpool Philharmonic							needs_human_review	no		176	176	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
177	classical_atlas_177	Recomposed: Vivaldi, Spring 1	Max Richter	Recomposed by Max Richter	Max Richter, Daniel Hope	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Max Richter Recomposed Vivaldi Spring 1 Daniel Hope	Max Richter Recomposed Vivaldi Spring 1 Daniel Hope							needs_human_review	no		177	177	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
178	classical_atlas_178	Popcorn Superhet Receiver	Jonny Greenwood	Popcorn Superhet Receiver	AUKSO Orchestra, Marek Moś	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Jonny Greenwood Popcorn Superhet Receiver Aukso	Jonny Greenwood Popcorn Superhet Receiver Aukso							needs_human_review	no		178	178	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
179	classical_atlas_179	Mothership	Mason Bates	Mason Bates: Works	Leonard Slatkin, London Symphony Orchestra	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Mason Bates Mothership Slatkin London Symphony	Mason Bates Mothership Slatkin London Symphony							needs_human_review	no		179	179	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
180	classical_atlas_180	Stride	Tania León	León: Stride	Susanna Mälkki, New York Philharmonic	Apple Music / Apple Music Classical	Classical Atlas: Introductory Listening Guide	not_recorded	strict	Tania Leon Stride Susanna Malkki New York Philharmonic	Tania Leon Stride Susanna Malkki New York Philharmonic							needs_human_review	no		180	180	not_visible	Codex reconstruction from case-study TSV	2026-04-27	Reconstructed from case-study TSV. Source metadata is preserved in source_* fields; selected platform result fields are blank because stable URL, duration, platform ID, and re-inspectable final platform state were not captured.
