row_id	chapter	period_range	genre_or_form	track_no	after_1900	composer	composer_zh	composer_western	composer_ipa	composer_wiki	work	recommended_recording	performers	search_keywords	strict_search_query	medium_search_query	fallback_search_query	playable_type	apple_search_keywords	difficulty	role
classical_atlas_121	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	keyboard or piano work	121	yes	John Cage		John Cage	/dʒɒn keɪdʒ/	https://en.wikipedia.org/wiki/John_Cage	Sonatas and Interludes: Sonata V	Cage: Sonatas and Interludes	John Tilbury	John Cage Sonatas Interludes John Tilbury	John Cage Sonatas and Interludes: Sonata V John Tilbury	John Cage Sonatas and Interludes: Sonata V	John Cage Cage: Sonatas and Interludes	audio_track	John Cage Sonatas Interludes John Tilbury	basic	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_122	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	chance music/conceptual work	122	yes	John Cage		John Cage	/dʒɒn keɪdʒ/	https://en.wikipedia.org/wiki/John_Cage	4'33"	Cage: 4'33"	Amadinda Percussion Group	John Cage 4'33 Amadinda	John Cage 4'33" Amadinda Percussion Group	John Cage 4'33"	John Cage Cage: 4'33"	audio_track	John Cage 4'33 Amadinda	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_123	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	orchestral work	123	yes	Iannis Xenakis		Iannis Xenakis	/ˈjɑːnɪs zɛˈnɑːkɪs/	https://en.wikipedia.org/wiki/Iannis_Xenakis	Metastaseis	Xenakis: Orchestral Works	Arturo Tamayo, Luxembourg Philharmonic	Xenakis Metastaseis Arturo Tamayo	Iannis Xenakis Metastaseis Arturo Tamayo, Luxembourg Philharmonic	Iannis Xenakis Metastaseis	Iannis Xenakis Xenakis: Orchestral Works	audio_track	Xenakis Metastaseis Arturo Tamayo	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_124	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	orchestral work	124	yes	György Ligeti		György Ligeti	/ˈdʒɜːrdʒi lɪˈɡɛti/	https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Ligeti	Atmosphères	Ligeti: Orchestral Works	Jonathan Nott, Berlin Philharmonic	Ligeti Atmospheres Jonathan Nott Berlin Philharmonic	György Ligeti Atmosphères Jonathan Nott, Berlin Philharmonic	György Ligeti Atmosphères	György Ligeti Ligeti: Orchestral Works	audio_track	Ligeti Atmospheres Jonathan Nott Berlin Philharmonic	basic	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_125	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	vocal work	125	yes	György Ligeti		György Ligeti	/ˈdʒɜːrdʒi lɪˈɡɛti/	https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Ligeti	Lux Aeterna	Ligeti: Lux Aeterna	Eric Ericson Chamber Choir	Ligeti Lux Aeterna Eric Ericson Chamber Choir	György Ligeti Lux Aeterna Eric Ericson Chamber Choir	György Ligeti Lux Aeterna	György Ligeti Ligeti: Lux Aeterna	audio_track	Ligeti Lux Aeterna Eric Ericson Chamber Choir	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_126	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	string orchestra/elegy	126	yes	Krzysztof Penderecki		Krzysztof Penderecki	/ˈkrɪʃtɒf ˌpɛndəˈrɛtski/	https://en.wikipedia.org/wiki/Krzysztof_Penderecki	Threnody for the Victims of Hiroshima	Penderecki: Threnody	Antoni Wit, Polish National Radio Symphony	Penderecki Threnody Antoni Wit	Krzysztof Penderecki Threnody for the Victims of Hiroshima Antoni Wit, Polish National Radio Symphony	Krzysztof Penderecki Threnody for the Victims of Hiroshima	Krzysztof Penderecki Penderecki: Threnody	audio_track	Penderecki Threnody Antoni Wit	basic	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_127	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	concerto	127	yes	Witold Lutosławski		Witold Lutosławski	/ˈviːtɒld ˌluːtoʊˈslɑːfski/	https://en.wikipedia.org/wiki/Witold_Lutos%C5%82awski	Concerto for Orchestra: III. Passacaglia, Toccata e Corale	Lutosławski: Concerto for Orchestra	Witold Lutosławski, Warsaw Philharmonic	Lutoslawski Concerto for Orchestra Warsaw Philharmonic	Witold Lutosławski Concerto for Orchestra: III. Passacaglia, Toccata e Corale Witold Lutosławski, Warsaw Philharmonic	Witold Lutosławski Concerto for Orchestra: III. Passacaglia, Toccata e Corale	Witold Lutosławski Lutosławski: Concerto for Orchestra	audio_track	Lutoslawski Concerto for Orchestra Warsaw Philharmonic	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_128	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	requiem	128	yes	Benjamin Britten		Benjamin Britten	/ˈbɛndʒəmɪn ˈbrɪtən/	https://en.wikipedia.org/wiki/Benjamin_Britten	War Requiem: Libera me	Britten: War Requiem	Benjamin Britten, London Symphony Orchestra	Britten War Requiem Libera me Britten LSO	Benjamin Britten War Requiem: Libera me Benjamin Britten, London Symphony Orchestra	Benjamin Britten War Requiem: Libera me	Benjamin Britten Britten: War Requiem	audio_track	Britten War Requiem Libera me Britten LSO	basic	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_129	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	orchestral work	129	yes	Tōru Takemitsu		Tōru Takemitsu	/ˈtoʊruː ˌtɑːkəˈmɪtsuː/	https://en.wikipedia.org/wiki/Toru_Takemitsu	November Steps	Takemitsu: November Steps	Seiji Ozawa, Toronto Symphony Orchestra	Takemitsu November Steps Seiji Ozawa	Tōru Takemitsu November Steps Seiji Ozawa, Toronto Symphony Orchestra	Tōru Takemitsu November Steps	Tōru Takemitsu Takemitsu: November Steps	audio_track	Takemitsu November Steps Seiji Ozawa	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_130	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	symphony/collage work	130	yes	Luciano Berio		Luciano Berio	/luːˈtʃɑːnoʊ ˈbɛrioʊ/	https://en.wikipedia.org/wiki/Luciano_Berio	Sinfonia: III. In ruhig fliessender Bewegung	Berio: Sinfonia	Pierre Boulez, New York Philharmonic	Berio Sinfonia Boulez New York Philharmonic	Luciano Berio Sinfonia: III. In ruhig fliessender Bewegung Pierre Boulez, New York Philharmonic	Luciano Berio Sinfonia: III. In ruhig fliessender Bewegung	Luciano Berio Berio: Sinfonia	audio_track	Berio Sinfonia Boulez New York Philharmonic	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_131	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	vocal work	131	yes	Luciano Berio		Luciano Berio	/luːˈtʃɑːnoʊ ˈbɛrioʊ/	https://en.wikipedia.org/wiki/Luciano_Berio	Sequenza III	Berio: Sequenzas	Cathy Berberian	Berio Sequenza III Cathy Berberian	Luciano Berio Sequenza III Cathy Berberian	Luciano Berio Sequenza III	Luciano Berio Berio: Sequenzas	audio_track	Berio Sequenza III Cathy Berberian	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_132	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	electronic music	132	yes	Milton Babbitt		Milton Babbitt	/ˈmɪltən ˈbæbɪt/	https://en.wikipedia.org/wiki/Milton_Babbitt	Philomel	Babbitt: Philomel	Bethany Beardslee	Milton Babbitt Philomel Bethany Beardslee	Milton Babbitt Philomel Bethany Beardslee	Milton Babbitt Philomel	Milton Babbitt Babbitt: Philomel	audio_track	Milton Babbitt Philomel Bethany Beardslee	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_133	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	string quartet	133	yes	George Crumb		George Crumb	/dʒɔːrdʒ krʌm/	https://en.wikipedia.org/wiki/George_Crumb	Black Angels: Threnody I	Crumb: Black Angels	Kronos Quartet	George Crumb Black Angels Kronos Quartet	George Crumb Black Angels: Threnody I Kronos Quartet	George Crumb Black Angels: Threnody I	George Crumb Crumb: Black Angels	audio_track	George Crumb Black Angels Kronos Quartet	basic	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_134	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	concerto	134	yes	Alfred Schnittke		Alfred Schnittke	/ˈælfrɛd ˈʃnɪtkə/	https://en.wikipedia.org/wiki/Alfred_Schnittke	Concerto Grosso No. 1: V. Rondo	Schnittke: Concerto Grosso No. 1	Gidon Kremer, Yuri Bashmet	Schnittke Concerto Grosso 1 Gidon Kremer Bashmet	Alfred Schnittke Concerto Grosso No. 1: V. Rondo Gidon Kremer, Yuri Bashmet	Alfred Schnittke Concerto Grosso No. 1: V. Rondo	Alfred Schnittke Schnittke: Concerto Grosso No. 1	audio_track	Schnittke Concerto Grosso 1 Gidon Kremer Bashmet	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_135	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	concerto	135	yes	Sofia Gubaidulina		Sofia Gubaidulina	/ˈsoʊfiə ˌɡuːbaɪˈduːlɪnə/	https://en.wikipedia.org/wiki/Sofia_Gubaidulina	Offertorium	Gubaidulina: Offertorium	Gidon Kremer, Charles Dutoit	Sofia Gubaidulina Offertorium Gidon Kremer Dutoit	Sofia Gubaidulina Offertorium Gidon Kremer, Charles Dutoit	Sofia Gubaidulina Offertorium	Sofia Gubaidulina Gubaidulina: Offertorium	audio_track	Sofia Gubaidulina Offertorium Gidon Kremer Dutoit	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_136	07 Postwar Avant-Garde and Sound Experiments	c. 1945-1970s	electronic music	136	yes	Edgard Varèse		Edgard Varèse	/ɛdˈɡɑːr vəˈrɛz/	https://en.wikipedia.org/wiki/Edgard_Var%C3%A8se	Poème électronique	Varèse: The Complete Works	Riccardo Chailly, Asko Ensemble	Varese Poeme electronique Chailly Asko	Edgard Varèse Poème électronique Riccardo Chailly, Asko Ensemble	Edgard Varèse Poème électronique	Edgard Varèse Varèse: The Complete Works	audio_track	Varese Poeme electronique Chailly Asko	advanced	Representative listening example for 07 Postwar Avant-Garde and Sound Experiments.
classical_atlas_137	08 Minimalism and Post-Minimalism	c. 1960s-1990s	open form/minimalism	137	yes	Terry Riley		Terry Riley	/ˈtɛri ˈraɪli/	https://en.wikipedia.org/wiki/Terry_Riley	In C	In C	Shanghai Film Orchestra, Wang Yongji	Terry Riley In C	Terry Riley In C Shanghai Film Orchestra, Wang Yongji	Terry Riley In C	Terry Riley In C	audio_track	Terry Riley In C	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_138	08 Minimalism and Post-Minimalism	c. 1960s-1990s	percussion/body rhythm	138	yes	Steve Reich		Steve Reich	/stiːv raɪʃ/	https://en.wikipedia.org/wiki/Steve_Reich	Clapping Music	Reich: Works 1965-1995	Steve Reich and Musicians	Steve Reich Clapping Music	Steve Reich Clapping Music Steve Reich and Musicians	Steve Reich Clapping Music	Steve Reich Reich: Works 1965-1995	audio_track	Steve Reich Clapping Music	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_139	08 Minimalism and Post-Minimalism	c. 1960s-1990s	chamber music	139	yes	Steve Reich		Steve Reich	/stiːv raɪʃ/	https://en.wikipedia.org/wiki/Steve_Reich	Music for 18 Musicians: Pulses	Reich: Music for 18 Musicians	Steve Reich and Musicians	Steve Reich Music for 18 Musicians Pulses	Steve Reich Music for 18 Musicians: Pulses Steve Reich and Musicians	Steve Reich Music for 18 Musicians: Pulses	Steve Reich Reich: Music for 18 Musicians	audio_track	Steve Reich Music for 18 Musicians Pulses	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_140	08 Minimalism and Post-Minimalism	c. 1960s-1990s	string quartet	140	yes	Steve Reich		Steve Reich	/stiːv raɪʃ/	https://en.wikipedia.org/wiki/Steve_Reich	Different Trains: America, Before the War	Reich: Different Trains	Kronos Quartet	Steve Reich Different Trains Kronos Quartet	Steve Reich Different Trains: America, Before the War Kronos Quartet	Steve Reich Different Trains: America, Before the War	Steve Reich Reich: Different Trains	audio_track	Steve Reich Different Trains Kronos Quartet	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_141	08 Minimalism and Post-Minimalism	c. 1960s-1990s	keyboard or piano work	141	yes	Philip Glass		Philip Glass	/ˈfɪlɪp ɡlæs/	https://en.wikipedia.org/wiki/Philip_Glass	Glassworks: Opening	Glassworks	Philip Glass Ensemble	Philip Glass Glassworks Opening	Philip Glass Glassworks: Opening Philip Glass Ensemble	Philip Glass Glassworks: Opening	Philip Glass Glassworks	audio_track	Philip Glass Glassworks Opening	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_142	08 Minimalism and Post-Minimalism	c. 1960s-1990s	opera	142	yes	Philip Glass		Philip Glass	/ˈfɪlɪp ɡlæs/	https://en.wikipedia.org/wiki/Philip_Glass	Einstein on the Beach: Knee Play 1	Einstein on the Beach	Philip Glass Ensemble	Philip Glass Einstein on the Beach Knee Play 1	Philip Glass Einstein on the Beach: Knee Play 1 Philip Glass Ensemble	Philip Glass Einstein on the Beach: Knee Play 1	Philip Glass Einstein on the Beach	audio_track	Philip Glass Einstein on the Beach Knee Play 1	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_143	08 Minimalism and Post-Minimalism	c. 1960s-1990s	orchestral work	143	yes	John Adams		John Adams	/dʒɒn ˈædəmz/	https://en.wikipedia.org/wiki/John_Adams_%28composer%29	Short Ride in a Fast Machine	Adams: Short Ride in a Fast Machine	Michael Tilson Thomas, San Francisco Symphony	John Adams Short Ride in a Fast Machine Tilson Thomas	John Adams Short Ride in a Fast Machine Michael Tilson Thomas, San Francisco Symphony	John Adams Short Ride in a Fast Machine	John Adams Adams: Short Ride in a Fast Machine	audio_track	John Adams Short Ride in a Fast Machine Tilson Thomas	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_144	08 Minimalism and Post-Minimalism	c. 1960s-1990s	symphony	144	yes	John Adams		John Adams	/dʒɒn ˈædəmz/	https://en.wikipedia.org/wiki/John_Adams_%28composer%29	Harmonielehre: III. Meister Eckhardt and Quackie	Adams: Harmonielehre	Simon Rattle, City of Birmingham Symphony Orchestra	John Adams Harmonielehre Simon Rattle	John Adams Harmonielehre: III. Meister Eckhardt and Quackie Simon Rattle, City of Birmingham Symphony Orchestra	John Adams Harmonielehre: III. Meister Eckhardt and Quackie	John Adams Adams: Harmonielehre	audio_track	John Adams Harmonielehre Simon Rattle	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_145	08 Minimalism and Post-Minimalism	c. 1960s-1990s	opera	145	yes	John Adams		John Adams	/dʒɒn ˈædəmz/	https://en.wikipedia.org/wiki/John_Adams_%28composer%29	Nixon in China: The Chairman Dances	Adams: The Chairman Dances	Edo de Waart, San Francisco Symphony	John Adams Chairman Dances Edo de Waart	John Adams Nixon in China: The Chairman Dances Edo de Waart, San Francisco Symphony	John Adams Nixon in China: The Chairman Dances	John Adams Adams: The Chairman Dances	audio_track	John Adams Chairman Dances Edo de Waart	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_146	08 Minimalism and Post-Minimalism	c. 1960s-1990s	chamber music	146	yes	Arvo Pärt		Arvo Pärt	/ˈɑːrvoʊ pɛərt/	https://en.wikipedia.org/wiki/Arvo_P%C3%A4rt	Spiegel im Spiegel	Alina	Angela Yoffe, Vadim Gluzman	Arvo Part Spiegel im Spiegel Angela Yoffe	Arvo Pärt Spiegel im Spiegel Angela Yoffe, Vadim Gluzman	Arvo Pärt Spiegel im Spiegel	Arvo Pärt Alina	audio_track	Arvo Part Spiegel im Spiegel Angela Yoffe	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_147	08 Minimalism and Post-Minimalism	c. 1960s-1990s	chamber music	147	yes	Arvo Pärt		Arvo Pärt	/ˈɑːrvoʊ pɛərt/	https://en.wikipedia.org/wiki/Arvo_P%C3%A4rt	Fratres	Tabula Rasa	Gidon Kremer, Keith Jarrett	Arvo Part Fratres Gidon Kremer Keith Jarrett	Arvo Pärt Fratres Gidon Kremer, Keith Jarrett	Arvo Pärt Fratres	Arvo Pärt Tabula Rasa	audio_track	Arvo Part Fratres Gidon Kremer Keith Jarrett	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_148	08 Minimalism and Post-Minimalism	c. 1960s-1990s	symphony	148	yes	Henryk Górecki		Henryk Górecki	/ˈhɛnrik ɡəˈrɛtski/	https://en.wikipedia.org/wiki/Henryk_G%C3%B3recki	Symphony No. 3: II. Lento e largo	Górecki: Symphony No. 3	David Zinman, Dawn Upshaw	Gorecki Symphony 3 Dawn Upshaw Zinman	Henryk Górecki Symphony No. 3: II. Lento e largo David Zinman, Dawn Upshaw	Henryk Górecki Symphony No. 3: II. Lento e largo	Henryk Górecki Górecki: Symphony No. 3	audio_track	Gorecki Symphony 3 Dawn Upshaw Zinman	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_149	08 Minimalism and Post-Minimalism	c. 1960s-1990s	vocal work	149	yes	Louis Andriessen		Louis Andriessen	/ˈluːi ˈɑːndriəsən/	https://en.wikipedia.org/wiki/Louis_Andriessen	De Staat: Part I	Andriessen: De Staat	Reinbert de Leeuw, Schönberg Ensemble	Andriessen De Staat Reinbert de Leeuw	Louis Andriessen De Staat: Part I Reinbert de Leeuw, Schönberg Ensemble	Louis Andriessen De Staat: Part I	Louis Andriessen Andriessen: De Staat	audio_track	Andriessen De Staat Reinbert de Leeuw	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_150	08 Minimalism and Post-Minimalism	c. 1960s-1990s	chamber music	150	yes	Meredith Monk		Meredith Monk	/ˈmɛrədɪθ mʌŋk/	https://en.wikipedia.org/wiki/Meredith_Monk	Dolmen Music: Overture	Dolmen Music	Meredith Monk	Meredith Monk Dolmen Music Overture	Meredith Monk Dolmen Music: Overture Meredith Monk	Meredith Monk Dolmen Music: Overture	Meredith Monk Dolmen Music	audio_track	Meredith Monk Dolmen Music Overture	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_151	08 Minimalism and Post-Minimalism	c. 1960s-1990s	variations	151	yes	Frederic Rzewski		Frederic Rzewski	/ˈfrɛdərɪk ˈʒɛfski/	https://en.wikipedia.org/wiki/Frederic_Rzewski	The People United Will Never Be Defeated!: Theme	Rzewski: The People United	Marc-André Hamelin	Rzewski People United Hamelin	Frederic Rzewski The People United Will Never Be Defeated!: Theme Marc-André Hamelin	Frederic Rzewski The People United Will Never Be Defeated!: Theme	Frederic Rzewski Rzewski: The People United	audio_track	Rzewski People United Hamelin	advanced	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_152	08 Minimalism and Post-Minimalism	c. 1960s-1990s	film score	152	yes	Michael Nyman		Michael Nyman	/ˈmaɪkəl ˈnaɪmən/	https://en.wikipedia.org/wiki/Michael_Nyman	The Heart Asks Pleasure First	The Piano: Original Music	Michael Nyman	Michael Nyman Heart Asks Pleasure First	Michael Nyman The Heart Asks Pleasure First Michael Nyman	Michael Nyman The Heart Asks Pleasure First	Michael Nyman The Piano: Original Music	audio_track	Michael Nyman Heart Asks Pleasure First	basic	Representative listening example for 08 Minimalism and Post-Minimalism.
classical_atlas_153	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	153	yes	John Williams		John Williams	/dʒɒn ˈwɪljəmz/	https://en.wikipedia.org/wiki/John_Williams	Star Wars: Main Title	Star Wars: A New Hope	John Williams, London Symphony Orchestra	John Williams Star Wars Main Title London Symphony	John Williams Star Wars: Main Title John Williams, London Symphony Orchestra	John Williams Star Wars: Main Title	John Williams Star Wars: A New Hope	audio_track	John Williams Star Wars Main Title London Symphony	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_154	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	154	yes	John Williams		John Williams	/dʒɒn ˈwɪljəmz/	https://en.wikipedia.org/wiki/John_Williams	E.T.: Flying Theme	E.T. The Extra-Terrestrial	John Williams, Hollywood Studio Symphony	John Williams ET Flying Theme	John Williams E.T.: Flying Theme John Williams, Hollywood Studio Symphony	John Williams E.T.: Flying Theme	John Williams E.T. The Extra-Terrestrial	audio_track	John Williams ET Flying Theme	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_155	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	155	yes	John Williams		John Williams	/dʒɒn ˈwɪljəmz/	https://en.wikipedia.org/wiki/John_Williams	Schindler's List: Theme	Schindler's List	Itzhak Perlman, John Williams	John Williams Schindler's List Perlman	John Williams Schindler's List: Theme Itzhak Perlman, John Williams	John Williams Schindler's List: Theme	John Williams Schindler's List	audio_track	John Williams Schindler's List Perlman	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_156	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	156	yes	Ennio Morricone		Ennio Morricone	/ˈɛnioʊ ˌmɒrɪˈkoʊneɪ/	https://en.wikipedia.org/wiki/Ennio_Morricone	The Mission: Gabriel's Oboe	The Mission	Ennio Morricone	Ennio Morricone Gabriel's Oboe The Mission	Ennio Morricone The Mission: Gabriel's Oboe Ennio Morricone	Ennio Morricone The Mission: Gabriel's Oboe	Ennio Morricone The Mission	audio_track	Ennio Morricone Gabriel's Oboe The Mission	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_157	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	157	yes	Bernard Herrmann		Bernard Herrmann	/ˈbɜːrnərd ˈhɜːrmən/	https://en.wikipedia.org/wiki/Bernard_Herrmann	Psycho: Prelude	Psycho	Bernard Herrmann	Bernard Herrmann Psycho Prelude	Bernard Herrmann Psycho: Prelude Bernard Herrmann	Bernard Herrmann Psycho: Prelude	Bernard Herrmann Psycho	audio_track	Bernard Herrmann Psycho Prelude	advanced	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_158	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	158	yes	Nino Rota		Nino Rota	/ˈniːnoʊ ˈroʊtə/	https://en.wikipedia.org/wiki/Nino_Rota	The Godfather Waltz	The Godfather	Nino Rota	Nino Rota Godfather Waltz	Nino Rota The Godfather Waltz Nino Rota	Nino Rota The Godfather Waltz	Nino Rota The Godfather	audio_track	Nino Rota Godfather Waltz	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_159	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	159	yes	Joe Hisaishi		Joe Hisaishi	/dʒoʊ hɪˈsaɪʃi/	https://en.wikipedia.org/wiki/Joe_Hisaishi	Symphonic Suite "Princess Mononoke" 2021: VII. Ashitaka And San (Live)	Symphonic Suite "Princess Mononoke" 2021 (Live)	Joe Hisaishi, New Japan Philharmonic World Dream Orchestra	Joe Hisaishi Princess Mononoke 2021 Ashitaka And San	Joe Hisaishi Symphonic Suite "Princess Mononoke" 2021: VII. Ashitaka And San (Live) Joe Hisaishi, New Japan Philharmonic World Dream Orchestra	Joe Hisaishi Symphonic Suite "Princess Mononoke" 2021: VII. Ashitaka And San (Live)	Joe Hisaishi Symphonic Suite "Princess Mononoke" 2021 (Live)	audio_track	Joe Hisaishi Princess Mononoke 2021 Ashitaka And San	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_160	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	160	yes	Joe Hisaishi		Joe Hisaishi	/dʒoʊ hɪˈsaɪʃi/	https://en.wikipedia.org/wiki/Joe_Hisaishi	Spirited Away: One Summer's Day	Spirited Away	Joe Hisaishi	Joe Hisaishi One Summer's Day Spirited Away	Joe Hisaishi Spirited Away: One Summer's Day Joe Hisaishi	Joe Hisaishi Spirited Away: One Summer's Day	Joe Hisaishi Spirited Away	audio_track	Joe Hisaishi One Summer's Day Spirited Away	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_161	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	161	yes	Hans Zimmer		Hans Zimmer	/hɑːns ˈzɪmər/	https://en.wikipedia.org/wiki/Hans_Zimmer	Interstellar: Cornfield Chase	Interstellar	Hans Zimmer	Hans Zimmer Interstellar Cornfield Chase	Hans Zimmer Interstellar: Cornfield Chase Hans Zimmer	Hans Zimmer Interstellar: Cornfield Chase	Hans Zimmer Interstellar	audio_track	Hans Zimmer Interstellar Cornfield Chase	basic	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_162	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	television score/sound design	162	yes	Hildur Guðnadóttir		Hildur Guðnadóttir	/ˈhɪldʊr ˈɡʊðnəˌdoʊtɪr/	https://en.wikipedia.org/wiki/Hildur_Gu%C3%B0nad%C3%B3ttir	Vichnaya Pamyat	Chernobyl (Music from the Original TV Series)	Hildur Guðnadóttir, Homin Lviv Municipal Choir	Hildur Gudnadottir Chernobyl Vichnaya Pamyat	Hildur Guðnadóttir Vichnaya Pamyat Hildur Guðnadóttir, Homin Lviv Municipal Choir	Hildur Guðnadóttir Vichnaya Pamyat	Hildur Guðnadóttir Chernobyl (Music from the Original TV Series)	audio_track	Hildur Gudnadottir Chernobyl Vichnaya Pamyat	advanced	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_163	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	film score	163	yes	Mica Levi		Mica Levi	/ˈmiːkə ˈliːvi/	https://en.wikipedia.org/wiki/Mica_Levi	Under the Skin: Love	Under the Skin	Mica Levi	Mica Levi Under the Skin Love	Mica Levi Under the Skin: Love Mica Levi	Mica Levi Under the Skin: Love	Mica Levi Under the Skin	audio_track	Mica Levi Under the Skin Love	advanced	Representative listening example for 09 Film, Game, and Screen Media.
classical_atlas_164	09 Film, Game, and Screen Media	film c. 1930s-present; games c. 1980s-present	game score	164	yes	Nobuo Uematsu		Nobuo Uematsu	/ˈnoʊbuoʊ ˌuːeɪˈmætsuː/	https://en.wikipedia.org/wiki/Nobuo_Uematsu	Final Fantasy VII: Aerith's Theme	Distant Worlds: Music from Final Fantasy	Arnie Roth, Distant Worlds Philharmonic	Nobuo Uematsu Aerith's Theme Distant Worlds	Nobuo Uematsu Final Fantasy VII: Aerith's Theme Arnie Roth, Distant Worlds Philharmonic	Nobuo Uematsu Final Fantasy VII: Aerith's Theme	Nobuo Uematsu Distant Worlds: Music from Final Fantasy	audio_track	Nobuo Uematsu Aerith's Theme Distant Worlds	basic	Representative listening example for 09 Film, Game, and Screen Media.
